,pnu,st_asewkt
132,1168010400101310009,SRID=4326;POINT(127.056128565916 37.5234749114931)
133,1168010400101310010,SRID=4326;POINT(127.055871963989 37.5233698196881)
134,1168010400101310011,SRID=4326;POINT(127.055883628939 37.5232089397368)
135,1168010400101310012,SRID=4326;POINT(127.056266605426 37.5233321962012)
136,1168010400101310013,SRID=4326;POINT(127.056434910908 37.5231861659096)
137,1168010400101310014,SRID=4326;POINT(127.056477327599 37.523069890276)
138,1168010400101310015,SRID=4326;POINT(127.05629531245 37.5231201406911)
139,1168010400101310016,SRID=4326;POINT(127.056033566841 37.5230725801046)
140,1168010400101310017,SRID=4326;POINT(127.056176565127 37.5227974458693)
141,1168010400101310020,SRID=4326;POINT(127.056483132743 37.522912342354)
142,1168010400101310022,SRID=4326;POINT(127.05625718643 37.5234887345006)
143,1168010400101310029,SRID=4326;POINT(127.056032734368 37.523229800764)
144,1168010400101310030,SRID=4326;POINT(127.055754769952 37.523883349429)
145,1168010400101320000,SRID=4326;POINT(127.056404545485 37.5224048089275)
146,1168010400101320001,SRID=4326;POINT(127.056518207326 37.5222131931171)
147,1168010400101320003,SRID=4326;POINT(127.056664121057 37.5224165840474)
148,1168010400101320004,SRID=4326;POINT(127.056583076279 37.5225601993595)
149,1168010400101320005,SRID=4326;POINT(127.056727565016 37.5226421681031)
150,1168010400101320008,SRID=4326;POINT(127.056944156675 37.5221294150161)
151,1168010400101320009,SRID=4326;POINT(127.056612837946 37.5220491709262)
152,1168010400101320010,SRID=4326;POINT(127.056671095303 37.5219424070623)
153,1168010400101320011,SRID=4326;POINT(127.056729274414 37.521835702028)
154,1168010400101320012,SRID=4326;POINT(127.056790426765 37.5217235133459)
155,1168010400101320013,SRID=4326;POINT(127.056854650839 37.5216058445576)
156,1168010400101320014,SRID=4326;POINT(127.057122478019 37.5218028103561)
157,1168010400101320015,SRID=4326;POINT(127.057213304161 37.5216364888607)
158,1168010400101320016,SRID=4326;POINT(127.057395198881 37.521302221101)
159,1168010400101320017,SRID=4326;POINT(127.056946113509 37.5214380772227)
160,1168010400101320019,SRID=4326;POINT(127.057111925212 37.5211340104894)
161,1168010400101330000,SRID=4326;POINT(127.057302309639 37.5207984845834)
162,1168010400101330001,SRID=4326;POINT(127.057182060305 37.5206673628337)
163,1168010400101330002,SRID=4326;POINT(127.057393704776 37.5206115351677)
164,1168010400101330003,SRID=4326;POINT(127.057643908159 37.5205383644055)
165,1168010400101330006,SRID=4326;POINT(127.057627157193 37.52087052319)
166,1168010400101340028,SRID=4326;POINT(127.057935094599 37.5230134554797)
167,1168010400101340029,SRID=4326;POINT(127.058090658661 37.5228948291573)
168,1168010400101340030,SRID=4326;POINT(127.058598823329 37.5230860778681)
169,1168010400101340000,SRID=4326;POINT(127.056116660932 37.5247638348193)
170,1168010400101340008,SRID=4326;POINT(127.05644566698 37.5244178961904)
171,1168010400101340013,SRID=4326;POINT(127.058450841615 37.5232802743286)
172,1168010400101340015,SRID=4326;POINT(127.059176573549 37.5233179535421)
173,1168010400101340016,SRID=4326;POINT(127.058729662978 37.5229437529066)
174,1168010400101340017,SRID=4326;POINT(127.059055909073 37.5228585433404)
175,1168010400101340018,SRID=4326;POINT(127.060031440944 37.5221792189663)
176,1168010400101340019,SRID=4326;POINT(127.057483634072 37.5226556063565)
177,1168010400101340020,SRID=4326;POINT(127.057736126251 37.5223046207044)
178,1168010400101340021,SRID=4326;POINT(127.058555851922 37.5215495132714)
179,1168010400101340022,SRID=4326;POINT(127.058185016613 37.5208889210853)
180,1168010400101340023,SRID=4326;POINT(127.057503202685 37.5226325328741)
181,1168010400101340024,SRID=4326;POINT(127.05810160315 37.5225666194585)
182,1168010400101340025,SRID=4326;POINT(127.059392493085 37.5217196194275)
183,1168010400101340031,SRID=4326;POINT(127.056320910084 37.5250179894979)
184,1168010400101340038,SRID=4326;POINT(127.057195376561 37.5236008629661)
185,1168010400101340039,SRID=4326;POINT(127.057708318977 37.5241511050629)
186,1168010400101340040,SRID=4326;POINT(127.057466242302 37.522714447892)
187,1168010400101340041,SRID=4326;POINT(127.056591451551 37.5232351946558)
188,1168010400101340042,SRID=4326;POINT(127.05677176423 37.5246244107843)
189,1168010400101350000,SRID=4326;POINT(127.061646875361 37.5221383953056)
190,1168010400101350003,SRID=4326;POINT(127.061926724582 37.5221636977198)
191,1168010400101350011,SRID=4326;POINT(127.061974980236 37.5219185012336)
192,1168010400101350012,SRID=4326;POINT(127.062167372664 37.5219710269976)
193,1168010400101350013,SRID=4326;POINT(127.062093130768 37.5220327262565)
194,1168010400101410018,SRID=4326;POINT(127.044069075991 37.5272462137771)
195,1168010400101350015,SRID=4326;POINT(127.062389589334 37.5220678905023)
196,1168010400101350022,SRID=4326;POINT(127.061994607142 37.5223185222561)
197,1168010400101360000,SRID=4326;POINT(127.06121341191 37.5224815861251)
198,1168010400101370000,SRID=4326;POINT(127.060086220041 37.5232390974442)
199,1168010400101380000,SRID=4326;POINT(127.052094604022 37.5279183335089)
200,1168010400101390000,SRID=4326;POINT(127.039962319474 37.5255317228497)
201,1168010400101410008,SRID=4326;POINT(127.045101902377 37.5272602691017)
202,1168010400101410009,SRID=4326;POINT(127.045291995462 37.5272120327805)
203,1168010400101390001,SRID=4326;POINT(127.040679919947 37.5254142316771)
204,1168010400101390002,SRID=4326;POINT(127.04161872615 37.525148315441)
205,1168010400101390021,SRID=4326;POINT(127.050533825305 37.5270241252746)
206,1168010400101390003,SRID=4326;POINT(127.042770394739 37.5259466410702)
207,1168010400101390004,SRID=4326;POINT(127.044544989132 37.5258039016766)
208,1168010400101390005,SRID=4326;POINT(127.044051494287 37.5250816070579)
209,1168010400101390006,SRID=4326;POINT(127.043992266852 37.5246777730033)
210,1168010400101390007,SRID=4326;POINT(127.04543026382 37.5257839943257)
211,1168010400101390008,SRID=4326;POINT(127.046106569834 37.5249278812034)
212,1168010400101390012,SRID=4326;POINT(127.047840760619 37.5285668678574)
213,1168010400101390013,SRID=4326;POINT(127.050136897015 37.5286753432356)
214,1168010400101390014,SRID=4326;POINT(127.048176190334 37.5281947313312)
215,1168010400101390015,SRID=4326;POINT(127.046499010991 37.5274859498191)
216,1168010400101410010,SRID=4326;POINT(127.045501616009 37.5272321894347)
217,1168010400101390016,SRID=4326;POINT(127.046887797383 37.5267257111746)
218,1168010400101390017,SRID=4326;POINT(127.047507061944 37.5260693584642)
219,1168010400101390018,SRID=4326;POINT(127.048097859311 37.5269217183949)
220,1168010400101390019,SRID=4326;POINT(127.048660942627 37.5262023365554)
221,1168010400101390020,SRID=4326;POINT(127.049744649095 37.5266883259673)
222,1168010400101390022,SRID=4326;POINT(127.051166702192 37.5268734045078)
223,1168010400101390023,SRID=4326;POINT(127.050623168977 37.5254974791489)
224,1168010400101390024,SRID=4326;POINT(127.051866466155 37.5264121546996)
225,1168010400101390025,SRID=4326;POINT(127.051806961742 37.5278524833881)
226,1168010400101390026,SRID=4326;POINT(127.05308632776 37.5262282897588)
227,1168010400101390027,SRID=4326;POINT(127.053614306712 37.5259834777508)
228,1168010500100050005,SRID=4326;POINT(127.046081323405 37.5169089283389)
229,1168010400101390028,SRID=4326;POINT(127.054789851907 37.5264528422981)
230,1168010400101390031,SRID=4326;POINT(127.056634973516 37.5228269715493)
231,1168010400101390032,SRID=4326;POINT(127.05938541939 37.5209410215243)
232,1168010400101390033,SRID=4326;POINT(127.059110586011 37.5235189379982)
233,1168010400101390034,SRID=4326;POINT(127.060775169892 37.5227747797707)
234,1168010400101390035,SRID=4326;POINT(127.061567199357 37.5224949398834)
235,1168010400101410016,SRID=4326;POINT(127.044379312337 37.5271672606388)
236,1168010400101390036,SRID=4326;POINT(127.062182380887 37.521830685861)
237,1168010400101390037,SRID=4326;POINT(127.042157717475 37.5267425309819)
238,1168010400101410001,SRID=4326;POINT(127.044142134097 37.5275724454585)
239,1168010400101410002,SRID=4326;POINT(127.044086757193 37.5274442152727)
240,1168010400101410003,SRID=4326;POINT(127.044307911914 37.5274593486707)
241,1168010400101410004,SRID=4326;POINT(127.044515370406 37.5274729600714)
242,1168010400101410005,SRID=4326;POINT(127.044500533861 37.5273565611489)
243,1168010400101410006,SRID=4326;POINT(127.044706123445 37.5273595936534)
244,1168010400101410007,SRID=4326;POINT(127.044903835975 37.5273100982812)
245,1168010400101410011,SRID=4326;POINT(127.045451037229 37.5271013066431)
246,1168010400101410012,SRID=4326;POINT(127.045378592049 37.5269123346929)
247,1168010400101410013,SRID=4326;POINT(127.045153696323 37.5269704916298)
248,1168010400101410014,SRID=4326;POINT(127.044905234051 37.5270336370261)
249,1168010400101410015,SRID=4326;POINT(127.044664318494 37.5270946213401)
250,1168010400101420000,SRID=4326;POINT(127.045037332949 37.5279800574034)
251,1168010400101430000,SRID=4326;POINT(127.045348521277 37.5288594385915)
252,1168010400101440000,SRID=4326;POINT(127.044826958557 37.5279614568626)
253,1168010400101450000,SRID=4326;POINT(127.044880471126 37.5263620745793)
254,1168010400101460000,SRID=4326;POINT(127.045520668584 37.52934896164)
255,1168010400101470000,SRID=4326;POINT(127.045591114427 37.5295365669136)
256,1168010400101480000,SRID=4326;POINT(127.045672202328 37.5297593526106)
257,1168010400101490000,SRID=4326;POINT(127.045742973332 37.5299547495154)
258,1168010400103400000,SRID=4326;POINT(127.058017523567 37.5266255124208)
259,1168010400103400001,SRID=4326;POINT(127.056343583142 37.5261133391798)
260,1168010400103400002,SRID=4326;POINT(127.056160565864 37.5259340039827)
261,1168010400103410000,SRID=4326;POINT(127.059770792422 37.5245604834177)
262,1168010400103410001,SRID=4326;POINT(127.059231217004 37.5242375384433)
263,1168010400103410002,SRID=4326;POINT(127.058928948279 37.5240924643085)
264,1168010400103420000,SRID=4326;POINT(127.051481444429 37.5300414814286)
265,1168010400103420001,SRID=4326;POINT(127.051161930892 37.5290685885012)
266,1168010400103420002,SRID=4326;POINT(127.050723808555 37.5289666156952)
267,1168010400103430000,SRID=4326;POINT(127.054425403519 37.5282469434922)
268,1168010500100050006,SRID=4326;POINT(127.046132350974 37.5170402707209)
269,1168010400103430001,SRID=4326;POINT(127.05391775518 37.5280207081974)
270,1168010400103430002,SRID=4326;POINT(127.053455485685 37.5280260713522)
271,1168010400103440000,SRID=4326;POINT(127.047714789098 37.5310753601171)
272,1168010400103440001,SRID=4326;POINT(127.047452169911 37.5299129674187)
273,1168010400103440002,SRID=4326;POINT(127.047437320227 37.5297519347436)
274,1168010400103450000,SRID=4326;POINT(127.062352976436 37.5256830920735)
275,1168010400103460000,SRID=4326;POINT(127.047325571023 37.5328223076643)
276,1168010400103470000,SRID=4326;POINT(127.063013504878 37.5238566116543)
277,1168010400103470001,SRID=4326;POINT(127.062287247239 37.5226060296163)
278,1168010500100040002,SRID=4326;POINT(127.045657742668 37.517718031468)
279,1168010400103470002,SRID=4326;POINT(127.061895503531 37.5225964018964)
280,1168010500100010000,SRID=4326;POINT(127.041795850629 37.5169927795454)
281,1168010500100010001,SRID=4326;POINT(127.042136618986 37.5170589199029)
282,1168010500100010002,SRID=4326;POINT(127.042223190096 37.5168139719305)
283,1168010500100010003,SRID=4326;POINT(127.042053407621 37.5167827656926)
284,1168010500100010004,SRID=4326;POINT(127.041802009619 37.5167175826936)
285,1168010500100010005,SRID=4326;POINT(127.041763416559 37.5168248591514)
286,1168010500100010006,SRID=4326;POINT(127.04151573 37.5170241583818)
287,1168010500100010007,SRID=4326;POINT(127.041553677264 37.5168871534786)
288,1168010500100020000,SRID=4326;POINT(127.042745326698 37.5170294741921)
289,1168010500100020001,SRID=4326;POINT(127.042871991645 37.517195496848)
290,1168010500100020004,SRID=4326;POINT(127.043139303182 37.5172434450622)
291,1168010500100020005,SRID=4326;POINT(127.043520736637 37.5172043315468)
292,1168010500100020012,SRID=4326;POINT(127.043307748821 37.5170127616022)
293,1168010500100020013,SRID=4326;POINT(127.043209480034 37.5169951996326)
294,1168010500100020019,SRID=4326;POINT(127.042354852842 37.5169715264165)
295,1168010500100030001,SRID=4326;POINT(127.044098022101 37.5174322528809)
296,1168010500100030002,SRID=4326;POINT(127.044378895152 37.5174837028824)
297,1168010500100050007,SRID=4326;POINT(127.046225467981 37.5169489740392)
298,1168010500100030003,SRID=4326;POINT(127.044848528073 37.5174478044789)
299,1168010500100030008,SRID=4326;POINT(127.044328767573 37.5171817797461)
300,1168010500100030011,SRID=4326;POINT(127.044015424311 37.5169947884637)
301,1168010500100040000,SRID=4326;POINT(127.045269942333 37.5176484837171)
302,1168010500100040001,SRID=4326;POINT(127.04545394377 37.5176814819719)
303,1168010500100040003,SRID=4326;POINT(127.04608067004 37.5177938713222)
304,1168010500100040004,SRID=4326;POINT(127.046193205483 37.5175121333209)
305,1168010500100040005,SRID=4326;POINT(127.045828985084 37.5174462585196)
306,1168010500100040006,SRID=4326;POINT(127.045503871945 37.517388567713)
307,1168010500100040007,SRID=4326;POINT(127.045463976357 37.5175255155329)
308,1168010500100040008,SRID=4326;POINT(127.045757597666 37.5175781594841)
309,1168010500100040009,SRID=4326;POINT(127.045842216839 37.5175933546023)
310,1168010500100040010,SRID=4326;POINT(127.046155523183 37.5176495485452)
311,1168010500100050000,SRID=4326;POINT(127.045708431684 37.5169841551036)
312,1168010500100050001,SRID=4326;POINT(127.046287140531 37.5172103855862)
313,1168010500100050002,SRID=4326;POINT(127.04615268321 37.5169179467692)
314,1168010500100050003,SRID=4326;POINT(127.046438262636 37.5169778014595)
315,1168010500100050004,SRID=4326;POINT(127.04601217953 37.5171469998807)
316,1168010500100050008,SRID=4326;POINT(127.046390948693 37.517091076992)
317,1168010500100060000,SRID=4326;POINT(127.044680988499 37.5167876383969)
318,1168010500100060006,SRID=4326;POINT(127.044083056567 37.5166439585303)
319,1168010500100070003,SRID=4326;POINT(127.043436570626 37.516151324938)
320,1168010500100070004,SRID=4326;POINT(127.042871915164 37.5162254235108)
321,1168010500100070005,SRID=4326;POINT(127.042883544708 37.5158514939835)
322,1168010500100070006,SRID=4326;POINT(127.043986017828 37.5166021820032)
323,1168010500100080000,SRID=4326;POINT(127.042135174716 37.5163319696191)
324,1168010500100080001,SRID=4326;POINT(127.042286146245 37.5158959440248)
325,1168010500100080002,SRID=4326;POINT(127.04236756334 37.5155551548158)
326,1168010500100080005,SRID=4326;POINT(127.04270061877 37.5154698187157)
327,1168010500100080006,SRID=4326;POINT(127.042512217683 37.5152739976637)
328,1168010500100080007,SRID=4326;POINT(127.042237365938 37.5160543489525)
329,1168010500100080008,SRID=4326;POINT(127.041858219003 37.5161079668222)
330,1168010500100080009,SRID=4326;POINT(127.041896033843 37.5160066113306)
331,1168010500100080010,SRID=4326;POINT(127.041905134461 37.5161163334588)
332,1168010500100080011,SRID=4326;POINT(127.041930509437 37.5160275300671)
333,1168010500100090000,SRID=4326;POINT(127.042365892604 37.5150619667257)
334,1168010500100090001,SRID=4326;POINT(127.042451105053 37.5148320755798)
335,1168010500100090002,SRID=4326;POINT(127.04253110717 37.5146164048155)
336,1168010500100090003,SRID=4326;POINT(127.04258301348 37.5144710781617)
337,1168010500100090004,SRID=4326;POINT(127.042571729929 37.5149950549334)
338,1168010500100090005,SRID=4326;POINT(127.042652770586 37.5151375141975)
339,1168010500100090006,SRID=4326;POINT(127.04284864362 37.5151311155381)
340,1168010500100090007,SRID=4326;POINT(127.0427015438 37.5150023422964)
341,1168010500100090008,SRID=4326;POINT(127.042744369042 37.514887691244)
342,1168010500100090009,SRID=4326;POINT(127.042926794483 37.514921099996)
343,1168010500100090010,SRID=4326;POINT(127.042965304384 37.5148180560782)
344,1168010500100090011,SRID=4326;POINT(127.042784870915 37.5147767486027)
345,1168010500100090012,SRID=4326;POINT(127.042825729267 37.5146678057161)
346,1168010500100090013,SRID=4326;POINT(127.043004793589 37.5147116388697)
347,1168010500100090014,SRID=4326;POINT(127.043043777167 37.5146054688678)
348,1168010500100090015,SRID=4326;POINT(127.042864382084 37.5145626585609)
349,1168010500100090016,SRID=4326;POINT(127.042901437971 37.5144622516057)
350,1168010500100090017,SRID=4326;POINT(127.04308090029 37.5145047835588)
351,1168010500100090018,SRID=4326;POINT(127.043034410086 37.5143796132777)
352,1168010500100090019,SRID=4326;POINT(127.043160972116 37.5142777904582)
353,1168010500100090020,SRID=4326;POINT(127.043026257954 37.5142175852223)
354,1168010500100090021,SRID=4326;POINT(127.042729620082 37.5141974667041)
355,1168010500100090022,SRID=4326;POINT(127.042813436118 37.5139798144906)
356,1168010500100090023,SRID=4326;POINT(127.04286360252 37.5138495231124)
357,1168010500100090024,SRID=4326;POINT(127.043091833846 37.5139937993398)
358,1168010500100090025,SRID=4326;POINT(127.043234677754 37.5141017553476)
359,1168010500100090026,SRID=4326;POINT(127.043289321557 37.5139516035279)
360,1168010500100090027,SRID=4326;POINT(127.04268347757 37.5146922784217)
361,1168010500100090028,SRID=4326;POINT(127.042690490238 37.5144254423963)
362,1168010500100090029,SRID=4326;POINT(127.042901480047 37.5149909476337)
363,1168010500100100000,SRID=4326;POINT(127.04307601513 37.5152338396011)
364,1168010500100100001,SRID=4326;POINT(127.043130130001 37.5150829282203)
365,1168010500100100002,SRID=4326;POINT(127.043183388634 37.5149378687245)
366,1168010500100100003,SRID=4326;POINT(127.043236696116 37.5147933578053)
367,1168010500100100004,SRID=4326;POINT(127.043289883421 37.5146490629612)
368,1168010500100100005,SRID=4326;POINT(127.043341665423 37.5145085961864)
369,1168010500100100006,SRID=4326;POINT(127.043392150325 37.5143717450579)
370,1168010500100100007,SRID=4326;POINT(127.043448632221 37.5142186088213)
371,1168010500100100008,SRID=4326;POINT(127.04351473749 37.5140410530694)
372,1168010500100100009,SRID=4326;POINT(127.043685768156 37.5140836340489)
373,1168010500100100010,SRID=4326;POINT(127.043621876692 37.5142587502028)
374,1168010500100100011,SRID=4326;POINT(127.043565409411 37.5144119847077)
375,1168010500100100012,SRID=4326;POINT(127.043514950334 37.5145487123999)
376,1168010500100100013,SRID=4326;POINT(127.043468322129 37.5146749753778)
